date,classification,sentiment_value,total_pnl,total_volume,n_trades,n_wins,n_losses,win_rate
2024-02-15,Greed,72.0,1840.797677,185188.04,63,57,3,0.95
2024-02-16,Greed,72.0,5491.768834,564896.51,182,146,0,1.0
2024-02-17,Extreme Greed,76.0,1929.6418,406118.07,94,61,4,0.9384615384615385
2024-02-18,Greed,72.0,477.6248299999999,157048.17,97,61,7,0.8970588235294118
2024-02-19,Extreme Greed,75.0,4317.768563,286377.2,101,77,2,0.9746835443037974
2024-02-20,Greed,72.0,3263.628824,119419.72,39,31,1,0.96875
2024-02-21,Extreme Greed,78.0,1858.7985700000002,108047.51999999999,22,15,0,1.0
2024-02-22,Greed,74.0,3894.1050699999996,373033.87,88,40,14,0.7407407407407407
2024-02-23,Extreme Greed,76.0,1418.55293,111106.14,143,137,1,0.9927536231884058
2024-02-25,Greed,74.0,-30.7705,4480.13,5,0,2,0.0
2024-02-26,Greed,72.0,4416.8473,192187.14,39,34,0,1.0
2024-02-27,Extreme Greed,79.0,888.511733,209362.3,63,26,16,0.6190476190476191
2024-02-28,Extreme Greed,82.0,2503.747235,171107.13,45,39,0,1.0
2024-02-29,Extreme Greed,80.0,9813.996992,395666.73,116,100,0,1.0
2024-03-01,Extreme Greed,80.0,8244.241409,472974.7,137,128,0,1.0
2024-03-02,Extreme Greed,80.0,230.90060000000005,63197.56,31,21,7,0.75
2024-03-03,Extreme Greed,83.0,8361.086245,390745.68,79,54,0,1.0
2024-03-04,Extreme Greed,82.0,27799.775742,1577996.87,300,266,4,0.9851851851851852
2024-03-05,Extreme Greed,90.0,19791.026041,841810.32,180,163,0,1.0
2024-03-06,Extreme Greed,75.0,6814.825139,327218.02,82,72,0,1.0
2024-03-08,Extreme Greed,81.0,4271.886236,183583.18,67,59,0,1.0
2024-03-09,Extreme Greed,84.0,9949.501624,658178.75,117,97,10,0.9065420560747663
2024-03-10,Extreme Greed,79.0,2482.9272,219973.85,42,29,9,0.7631578947368421
2024-03-11,Extreme Greed,82.0,3588.179495,176519.44999999998,42,39,0,1.0
2024-03-12,Extreme Greed,81.0,3039.166,103040.85,8,7,0,1.0
2024-03-13,Extreme Greed,81.0,0.0,6000.799999999999,7,0,0,
2024-03-14,Extreme Greed,88.0,3465.865832,205933.18,18,16,0,1.0
2024-03-15,Extreme Greed,83.0,6236.513651,351894.41,62,41,0,1.0
2024-03-16,Extreme Greed,81.0,228.57984,37223.66,8,1,0,1.0
2024-03-17,Extreme Greed,79.0,503.293955,99506.95,23,10,0,1.0
2024-03-18,Extreme Greed,77.0,1456.9577,90458.08,19,6,0,1.0
2024-03-19,Extreme Greed,79.0,668.797973,219884.84,24,5,2,0.7142857142857143
2024-03-20,Greed,74.0,6423.134599,215705.85,69,60,0,1.0
2024-03-21,Extreme Greed,78.0,2335.5080749999997,117895.57,28,23,0,1.0
2024-03-24,Greed,74.0,1297.018477,92592.20999999999,19,15,0,1.0
2024-03-25,Extreme Greed,75.0,1302.916428,57116.32,7,6,0,1.0
2024-03-26,Extreme Greed,81.0,3215.906593,198565.19,118,110,0,1.0
2024-03-27,Extreme Greed,83.0,150.41114,99864.79,38,12,7,0.631578947368421
2024-03-28,Extreme Greed,80.0,227.85100799999998,35323.72,13,9,0,1.0
2024-03-29,Extreme Greed,79.0,883.097404,86914.37,15,6,0,1.0
2024-03-30,Extreme Greed,75.0,1100.57514,101103.92,45,44,0,1.0
2024-03-31,Extreme Greed,75.0,912.786145,39912.96,13,10,0,1.0
2024-04-01,Extreme Greed,79.0,2507.963406,339470.47,77,42,1,0.9767441860465116
2024-04-02,Extreme Greed,79.0,883.760812,239664.50999999998,41,12,0,1.0
2024-04-03,Greed,71.0,126.7884,16887.57,4,1,0,1.0
2024-04-04,Greed,70.0,0.0,95987.73,32,0,0,
2024-04-05,Extreme Greed,79.0,10706.484306,503791.8,100,90,0,1.0
2024-04-06,Extreme Greed,75.0,236.33513399999998,68223.67,16,4,0,1.0
2024-04-07,Extreme Greed,78.0,0.0,49988.14,23,0,0,
2024-04-08,Extreme Greed,76.0,1218.4267,211940.64,30,1,0,1.0
2024-04-09,Extreme Greed,80.0,0.0,57063.840000000004,3,0,0,
2024-04-10,Extreme Greed,78.0,5207.443414,351735.97,41,36,0,1.0
2024-04-11,Extreme Greed,76.0,389.743164,76400.96,16,2,0,1.0
2024-04-12,Extreme Greed,79.0,-592.6458390000001,442088.59,129,71,30,0.7029702970297029
2024-04-13,Greed,72.0,6621.451755,486411.25,89,61,0,1.0
2024-04-14,Greed,72.0,-36104.012520000004,659162.17,107,33,41,0.44594594594594594
2024-04-15,Greed,74.0,3774.08872,291111.19,41,35,0,1.0
2024-04-16,Greed,65.0,2467.702221,181907.17,47,43,0,1.0
2024-04-17,Greed,67.0,2441.4683999999997,97562.99,14,13,0,1.0
2024-04-19,Greed,66.0,1946.4454620000001,337257.92000000004,35,27,0,1.0
2024-04-20,Greed,66.0,0.0,60733.24,22,0,0,
2024-04-22,Greed,73.0,0.0,47993.61,9,0,0,
2024-04-23,Greed,71.0,1119.536196,233054.9,66,35,0,1.0
2024-04-24,Greed,72.0,279.185907,141275.24,20,6,1,0.8571428571428571
2024-04-25,Greed,72.0,0.0,120241.01,74,0,0,
2024-04-26,Greed,70.0,0.0,4988.290000000001,3,0,0,
2024-04-27,Greed,67.0,4281.488139,154264.47,27,19,0,1.0
2024-04-28,Greed,65.0,0.0,43985.6,58,0,0,
2024-04-29,Greed,67.0,526.9338359999999,108699.01,45,17,0,1.0
2024-04-30,Greed,67.0,0.0,125018.75,24,0,0,
2024-05-01,Neutral,54.0,0.0,87025.45,14,0,0,
2024-05-03,Neutral,48.0,5306.017045,282682.64999999997,36,17,2,0.8947368421052632
2024-05-04,Greed,67.0,0.0,58998.75,9,0,0,
2024-05-05,Greed,69.0,0.916,24068.350000000002,6,1,0,1.0
2024-05-06,Greed,71.0,968.59038,206016.43,9,4,0,1.0
2024-05-07,Greed,68.0,883.537693,108717.58,18,9,0,1.0
2024-05-08,Greed,64.0,1.56576,65973.57,13,1,1,0.5
2024-05-09,Greed,55.0,1147.595856,221966.12,28,11,0,1.0
2024-05-10,Greed,66.0,2101.741695,156882.0,22,6,0,1.0
2024-05-11,Neutral,53.0,251.604742,63248.95,9,9,0,1.0
2024-05-12,Greed,56.0,0.0,55179.56,23,0,0,
2024-05-13,Greed,57.0,2136.853859,193118.9,28,10,0,1.0
2024-05-14,Greed,66.0,1150.5233050000002,145853.4,23,4,0,1.0
2024-05-15,Greed,64.0,948.970582,234922.57,36,17,0,1.0
2024-05-16,Greed,70.0,214.5898,162620.96,27,5,0,1.0
2024-05-18,Greed,73.0,3522.3946610000003,126303.14,25,16,0,1.0
2024-05-19,Greed,72.0,0.0,29998.09,8,0,0,
2024-05-20,Greed,70.0,-74.818442,38124.75,10,0,3,0.0
2024-05-21,Extreme Greed,76.0,7289.397571999999,1100948.59,125,14,11,0.56
2024-05-22,Extreme Greed,76.0,0.0,44995.29,6,0,0,
2024-05-23,Extreme Greed,76.0,413.347329,401850.6,325,145,11,0.9294871794871795
2024-05-24,Greed,74.0,821.949278,50811.899999999994,2,2,0,1.0
2024-05-25,Extreme Greed,76.0,14.126038999999999,29991.129999999997,16,5,0,1.0
2024-05-26,Extreme Greed,75.0,778.6839,53976.67,16,4,0,1.0
2024-05-27,Greed,74.0,1129.35587,151115.72,251,90,3,0.967741935483871
2024-05-29,Greed,72.0,277.791953,84268.76,164,68,3,0.9577464788732394
2024-05-30,Greed,73.0,20.951433,2838.09,7,5,0,1.0
2024-05-31,Greed,73.0,25.35812,3636.14,13,4,0,1.0
2024-06-01,Greed,72.0,91.510419,12834.62,25,9,0,1.0
2024-06-02,Greed,73.0,192.906947,29464.51,93,34,0,1.0
2024-06-03,Greed,73.0,562.808208,21466.86,70,44,0,1.0
2024-06-04,Greed,73.0,52.211438,24243.41,53,25,0,1.0
2024-06-05,Extreme Greed,75.0,56.055506,25350.77,54,16,1,0.9411764705882353
2024-06-06,Extreme Greed,78.0,274.173187,137557.76,234,100,2,0.9803921568627451
2024-06-07,Extreme Greed,77.0,8902.467416,1098588.76,440,176,2,0.9887640449438202
2024-06-08,Greed,72.0,129.13883900000002,97351.88,29,8,0,1.0
2024-06-09,Extreme Greed,75.0,0.0,22410.22,17,0,0,
2024-06-10,Greed,72.0,31.266804999999998,46587.93,53,18,0,1.0
2024-06-11,Greed,74.0,4320.631811,373279.92,123,17,0,1.0
2024-06-12,Greed,72.0,-21886.531493,193407.96,254,21,57,0.2692307692307692
2024-06-13,Greed,70.0,6632.757115,132577.22,79,19,1,0.95
2024-06-14,Greed,74.0,10258.592609,139868.66,31,15,0,1.0
2024-06-15,Greed,74.0,3369.958346,718350.25,78,38,0,1.0
2024-06-16,Greed,71.0,0.0,25235.079999999998,11,0,0,
2024-06-17,Greed,71.0,10599.502375,368380.12,38,25,1,0.9615384615384616
2024-06-18,Greed,74.0,282.57636,263314.79,25,4,0,1.0
2024-06-19,Greed,64.0,4887.656944,417071.12,61,31,0,1.0
2024-06-20,Greed,60.0,57478.456026,207990.8,39,8,0,1.0
2024-06-21,Greed,63.0,773.5582039999999,176264.49,80,3,0,1.0
2024-06-22,Neutral,53.0,756.876565,169594.27000000002,24,8,0,1.0
2024-06-23,Greed,55.0,0.0,1792.12,5,0,0,
2024-06-24,Neutral,51.0,0.0,403002.8,31,0,0,
2024-06-25,Fear,30.0,4869.353105,103099.08,49,11,0,1.0
2024-06-26,Neutral,46.0,4197.732182,365190.66000000003,72,21,0,1.0
2024-06-27,Fear,40.0,0.0,130486.95,30,0,0,
2024-06-29,Fear,30.0,6150.326145,280095.11,75,24,0,1.0
2024-06-30,Neutral,47.0,0.0,30520.69,14,0,0,
2024-07-01,Neutral,53.0,5065.839308,362670.14999999997,64,26,0,1.0
2024-07-02,Neutral,51.0,2421.253116,33347.47,18,13,0,1.0
2024-07-03,Neutral,50.0,1118.387284,179600.66,18,4,0,1.0
2024-07-04,Fear,44.0,0.0,430568.01,25,0,0,
2024-07-05,Fear,29.0,0.0,272289.89,32,0,0,
2024-07-06,Fear,26.0,108.87217799999999,2490.17,24,7,0,1.0
2024-07-07,Fear,29.0,61.428942,498.75,10,10,0,1.0
2024-07-08,Fear,28.0,0.0,497.64,1,0,0,
2024-07-09,Fear,27.0,648.984412,2736.45,15,15,0,1.0
2024-07-10,Fear,28.0,11977.734907,687900.21,56,38,0,1.0
2024-07-11,Fear,29.0,1876.812082,169887.02,19,9,0,1.0
2024-07-12,Fear,25.0,1412.314654,89582.97,19,9,0,1.0
2024-07-13,Fear,25.0,2913.617837,139189.19,17,17,0,1.0
2024-07-14,Fear,33.0,0.0,84001.13,7,0,0,
2024-07-15,Neutral,52.0,-1.0,198344.85,26,0,2,0.0
2024-07-16,Greed,65.0,0.0,144000.57,22,0,0,
2024-07-17,Greed,69.0,1859.269477,626005.53,351,145,10,0.9354838709677419
2024-07-18,Greed,61.0,3803.884311,649704.85,60,48,0,1.0
2024-07-19,Greed,60.0,2155.891114,150269.42,23,12,0,1.0
2024-07-20,Greed,74.0,2299.169566,244362.21,266,33,3,0.9166666666666666
2024-07-21,Greed,74.0,-2960.716887,234307.46,448,21,215,0.08898305084745763
2024-07-22,Greed,70.0,1517.119876,304213.8,154,22,84,0.20754716981132076
2024-07-23,Greed,71.0,89890.302206,358526.54,370,329,35,0.9038461538461539
2024-07-24,Greed,69.0,625.561479,69207.93,90,18,0,1.0
2024-07-25,Greed,68.0,916.7382600000001,528555.31,78,10,0,1.0
2024-07-26,Greed,68.0,2766.513113,548587.65,152,61,0,1.0
2024-07-27,Greed,72.0,6400.623656,905199.75,57,42,0,1.0
2024-07-28,Greed,71.0,587.29903,43254.68,16,12,0,1.0
2024-07-29,Greed,74.0,330.80445399999996,327199.14,39,16,0,1.0
2024-07-30,Greed,67.0,0.0,36006.47,6,0,0,
2024-07-31,Greed,61.0,765.690884,84506.54,43,14,0,1.0
2024-08-01,Neutral,52.0,167.080017,227774.53,57,4,3,0.5714285714285714
2024-08-02,Greed,57.0,782.3681909999999,396320.37,63,17,0,1.0
2024-08-03,Fear,37.0,464.1897,290532.86,37,1,0,1.0
2024-08-04,Fear,34.0,-122672.000883,1207744.07,127,3,62,0.046153846153846156
2024-08-05,Fear,26.0,-13013.665169,420495.4,80,33,5,0.868421052631579
2024-08-06,Extreme Fear,17.0,267.318048,61478.38,107,13,13,0.5
2024-08-07,Fear,29.0,188.789255,2492.77,33,10,0,1.0
2024-08-08,Extreme Fear,20.0,-40.712216999999995,16299.35,9,0,3,0.0
2024-08-09,Neutral,48.0,18082.071276,503204.86,144,43,15,0.7413793103448276
2024-08-10,Fear,40.0,0.0,11339.29,88,0,0,
2024-08-11,Fear,39.0,847.7766200000001,44230.21,24,4,0,1.0
2024-08-12,Fear,25.0,858.6705000000001,54167.32,48,6,0,1.0
2024-08-13,Fear,31.0,212.08102,20797.87,23,8,0,1.0
2024-08-14,Fear,30.0,2168.9015130000003,66710.03,25,5,0,1.0
2024-08-15,Fear,29.0,0.0,1522.3700000000001,12,0,0,
2024-08-16,Fear,27.0,825.230544,166382.84,35,3,0,1.0
2024-08-17,Fear,25.0,-288.283113,30248.96,30,0,1,0.0
2024-08-18,Fear,31.0,307.201888,62804.48,15,12,0,1.0
2024-08-19,Fear,28.0,339.69958299999996,100315.03,8,5,0,1.0
2024-08-20,Fear,30.0,192.602844,49914.8,12,1,0,1.0
2024-08-21,Fear,26.0,656.200925,104990.41,145,54,0,1.0
2024-08-23,Fear,34.0,1005.30527,63509.56,10,3,0,1.0
2024-08-24,Greed,56.0,0.0,34999.67,7,0,0,
2024-08-25,Neutral,54.0,0.0,21950.28,17,0,0,
2024-08-26,Greed,55.0,231.236918,92611.27,6,2,0,1.0
2024-08-27,Neutral,48.0,0.0,70250.16,50,0,0,
2024-08-28,Fear,30.0,1333.359645,71160.06999999999,9,2,0,1.0
2024-08-29,Fear,29.0,0.0,9995.85,1,0,0,
2024-08-30,Fear,34.0,256.464,37233.24,6,1,0,1.0
2024-08-31,Fear,29.0,10.882801,107507.43000000001,34,12,1,0.9230769230769231
2024-09-01,Fear,26.0,137.433093,12359.68,12,5,0,1.0
2024-09-02,Fear,26.0,0.0,30000.42,2,0,0,
2024-09-04,Fear,27.0,1065.785132,131480.97,34,5,3,0.625
2024-09-05,Fear,29.0,0.0,0.84,1,0,0,
2024-09-06,Extreme Fear,22.0,-1104.856765,39047.1,42,0,38,0.0
2024-09-08,Fear,29.0,0.0,0.11,1,0,0,
2024-09-09,Fear,26.0,0.0,4014.4300000000003,2,0,0,
2024-09-10,Fear,33.0,-219.729659,2547.28,3,0,2,0.0
2024-09-11,Fear,37.0,0.0,0.54,1,0,0,
2024-09-14,Neutral,50.0,0.0,1014.8000000000001,11,0,0,
2024-09-18,Neutral,45.0,-878.684794,13633.5,145,0,134,0.0
2024-09-19,Neutral,49.0,0.0,1521.8700000000001,19,0,0,
2024-09-20,Neutral,54.0,9585.03428,332873.38,16,8,1,0.8888888888888888
2024-09-21,Neutral,54.0,36165.56933,165648.12,23,23,0,1.0
2024-09-22,Neutral,52.0,0.0,19999.739999999998,3,0,0,
2024-09-23,Neutral,50.0,334.760796,40334.29,2,1,0,1.0
2024-09-24,Neutral,54.0,0.0,7118.63,10,0,0,
2024-09-25,Greed,59.0,0.0,52754.130000000005,9,0,0,
2024-09-26,Neutral,50.0,439.812513,113711.93000000001,8,2,0,1.0
2024-09-27,Greed,61.0,0.0,126097.04,56,0,0,
2024-09-28,Greed,64.0,0.0,29199.21,4,0,0,
2024-09-30,Greed,61.0,2710.626288,214669.85,106,5,0,1.0
2024-10-01,Neutral,50.0,0.0,139954.32,4,0,0,
2024-10-02,Fear,42.0,0.0,99954.34,4,0,0,
2024-10-03,Fear,37.0,100.375782,132935.69,9,3,0,1.0
2024-10-04,Fear,41.0,0.0,0.34,1,0,0,
2024-10-05,Neutral,49.0,5767.161892,605605.74,37,24,0,1.0
2024-10-06,Neutral,50.0,130.487079,300130.56,22,5,0,1.0
2024-10-07,Neutral,50.0,0.0,219984.65,21,0,0,
2024-10-08,Neutral,49.0,5396.546638,434584.13,36,33,0,1.0
2024-10-09,Neutral,49.0,396.06272,220399.93,14,3,0,1.0
2024-10-10,Fear,39.0,0.0,300024.33999999997,16,0,0,
2024-10-11,Fear,32.0,8885.327477,488904.19,26,18,0,1.0
2024-10-12,Neutral,49.0,541.55471,159713.4,10,7,0,1.0
2024-10-13,Neutral,50.0,0.0,60002.42,10,0,0,
2024-10-14,Neutral,48.0,1913.61958,61916.020000000004,5,5,0,1.0
2024-10-15,Greed,65.0,1170.2260760000001,81173.36,7,4,0,1.0
2024-10-16,Greed,73.0,219.480876,80229.17,11,3,0,1.0
2024-10-17,Greed,71.0,36.11496,140531.75,9,1,1,0.5
2024-10-18,Greed,73.0,333.219141,120331.43000000001,6,5,0,1.0
2024-10-19,Greed,72.0,0.0,99996.86,4,0,0,
2024-10-20,Greed,73.0,389.155797,176447.86000000002,96,11,0,1.0
2024-10-21,Greed,72.0,2464.915564,324117.99,173,68,0,1.0
2024-10-22,Greed,70.0,0.0,60000.36,3,0,0,
2024-10-23,Greed,71.0,-46.489941,210006.07,18,0,3,0.0
2024-10-25,Greed,72.0,13235.862071,427883.18,30,21,0,1.0
2024-10-26,Unknown,,42471.99413,88668.86,6,6,0,1.0
2024-10-27,Greed,74.0,666.6623079999999,90664.41,4,3,0,1.0
2024-10-28,Greed,72.0,167.28016200000002,121495.25,13,4,0,1.0
2024-10-29,Greed,72.0,801.170876,613267.8099999999,53,3,0,1.0
2024-10-30,Extreme Greed,77.0,9.150023,11830.85,25,7,1,0.875
2024-10-31,Extreme Greed,77.0,1214.043811,896173.36,48,34,3,0.918918918918919
2024-11-01,Extreme Greed,75.0,1040.475736,260981.03,23,6,4,0.6
2024-11-02,Greed,72.0,0.0,40000.0,2,0,0,
2024-11-03,Greed,74.0,0.0,129055.66,6,0,0,
2024-11-04,Greed,70.0,2799.410474,451811.97,36,23,0,1.0
2024-11-05,Greed,70.0,678.4759280000001,200627.23,10,5,0,1.0
2024-11-06,Greed,70.0,2817.83723,123906.9,15,7,2,0.7777777777777778
2024-11-07,Extreme Greed,77.0,4493.353136,111335.3,113,60,0,1.0
2024-11-08,Extreme Greed,75.0,-64.41354100000007,270700.44,39,6,10,0.375
2024-11-09,Extreme Greed,75.0,102.90894,193384.41,86,19,25,0.4318181818181818
2024-11-10,Extreme Greed,78.0,991.114334,413636.7,173,51,0,1.0
2024-11-11,Extreme Greed,76.0,6749.630996,1570572.42,373,92,4,0.9583333333333334
2024-11-12,Extreme Greed,80.0,3494.399394,1226354.52,171,34,8,0.8095238095238095
2024-11-13,Extreme Greed,84.0,7846.402274,515336.37,48,27,5,0.84375
2024-11-14,Extreme Greed,88.0,4563.509225,1008361.81,110,28,0,1.0
2024-11-15,Extreme Greed,80.0,4140.740438,1427858.42,149,55,0,1.0
2024-11-16,Extreme Greed,86.0,2769.521909,303296.07,157,48,10,0.8275862068965517
2024-11-17,Extreme Greed,90.0,882.975285,1215987.57,209,49,13,0.7903225806451613
2024-11-18,Extreme Greed,83.0,4470.815187,2084339.58,346,124,32,0.7948717948717948
2024-11-19,Extreme Greed,90.0,2958.268991,628031.15,305,150,17,0.8982035928143712
2024-11-20,Extreme Greed,83.0,4210.0928969999995,1999514.1199999999,550,219,80,0.7324414715719063
2024-11-21,Extreme Greed,82.0,1692.430891,598300.62,535,165,90,0.6470588235294118
2024-11-22,Extreme Greed,94.0,-18105.345617,1646713.62,679,209,143,0.59375
2024-11-23,Extreme Greed,93.0,2901.531638,516245.68,363,128,21,0.8590604026845637
2024-11-24,Extreme Greed,80.0,945.550386,664952.28,172,46,15,0.7540983606557377
2024-11-25,Extreme Greed,82.0,5523.740734,937410.87,255,105,44,0.7046979865771812
2024-11-26,Extreme Greed,79.0,1094.809359,1146902.44,302,88,40,0.6875
2024-11-27,Extreme Greed,75.0,-2654.495633,1444242.53,213,74,56,0.5692307692307692
2024-11-28,Extreme Greed,77.0,-127075.39958499999,1894225.15,332,109,119,0.4780701754385965
2024-11-29,Extreme Greed,78.0,176844.994152,794262.91,393,192,17,0.9186602870813397
2024-11-30,Extreme Greed,84.0,37316.69352,1732193.7,373,157,16,0.9075144508670521
2024-12-01,Extreme Greed,81.0,40886.364494,814711.82,416,221,11,0.9525862068965517
2024-12-02,Extreme Greed,80.0,18489.604313,585243.56,270,110,2,0.9821428571428571
2024-12-03,Extreme Greed,76.0,23576.539285,1084666.53,374,161,16,0.9096045197740112
2024-12-04,Extreme Greed,78.0,292891.815021,769287.65,319,148,18,0.891566265060241
2024-12-05,Extreme Greed,84.0,71574.11848800001,1256750.79,456,193,12,0.9414634146341463
2024-12-06,Greed,72.0,-92624.643895,3471019.22,403,94,43,0.6861313868613139
2024-12-07,Extreme Greed,75.0,85906.279067,451733.42,304,131,11,0.9225352112676056
2024-12-08,Extreme Greed,79.0,15965.933436,932939.72,420,152,4,0.9743589743589743
2024-12-09,Extreme Greed,78.0,6310.967676,983949.68,539,172,6,0.9662921348314607
2024-12-10,Extreme Greed,78.0,39325.770231,3150424.08,1596,937,186,0.8343722172751559
2024-12-11,Greed,74.0,319051.554217,2194098.33,1221,870,12,0.9863945578231292
2024-12-12,Extreme Greed,83.0,599151.795008,4557189.87,1932,1352,65,0.9541284403669725
2024-12-13,Extreme Greed,76.0,31935.901745,2880824.64,1173,471,18,0.9631901840490797
2024-12-14,Extreme Greed,83.0,167801.399244,2369561.78,1235,585,17,0.9717607973421927
2024-12-15,Extreme Greed,80.0,97525.315279,2583269.81,1697,417,52,0.8891257995735607
2024-12-16,Extreme Greed,83.0,166774.344133,2740808.97,1055,535,11,0.9798534798534798
2024-12-17,Extreme Greed,87.0,219591.305172,5233597.63,1941,847,26,0.9702176403207331
2024-12-18,Extreme Greed,81.0,13682.994673,3798887.07,1429,523,220,0.7039030955585465
2024-12-19,Extreme Greed,75.0,62744.004486000005,8241709.39,3339,2053,143,0.9348816029143898
2024-12-20,Greed,74.0,254969.660039,7681274.71,2488,1383,96,0.9350912778904665
2024-12-21,Greed,73.0,150022.163157,4382875.12,1681,924,10,0.9892933618843683
2024-12-22,Greed,73.0,352197.163973,3087320.22,774,337,16,0.9546742209631728
2024-12-23,Greed,70.0,-29430.626577,6771878.26,2347,681,723,0.48504273504273504
2024-12-24,Greed,73.0,14813.780116,1767036.11,338,114,57,0.6666666666666666
2024-12-25,Greed,73.0,756.6570469999998,347889.35,208,63,19,0.7682926829268293
2024-12-26,Extreme Greed,79.0,60228.639722,2205242.65,697,358,13,0.9649595687331537
2024-12-27,Greed,74.0,2672.811035,347913.0,260,110,6,0.9482758620689655
2024-12-28,Greed,72.0,940.673623,281555.01,161,37,9,0.8043478260869565
2024-12-29,Greed,73.0,2884.067927,344628.54,201,64,0,1.0
2024-12-30,Greed,65.0,9009.738137,1073865.73,304,120,2,0.9836065573770492
2024-12-31,Greed,64.0,5445.01281,877164.62,306,92,8,0.92
2025-01-01,Greed,66.0,-9528.065345,282582.1,96,29,1,0.9666666666666667
